,label,tweet
2801,sadness,pulang pulang isi peluk telah sekian lama sepi huni pulang hati lekuk asa hilang tak pulang teguk hapus dahaga atas rindu amat sangat tak cicip
2802,love,mulia tugas orang tua besar anak emban amanah tuhan jaga didik sayang pelihara anak ilah cinta butuh lahir batin
2803,anger,apa tdk kata yg ajar anak seko ttg cebong beda mrk anak tanya jadi cebong orang bukan anak katak url
2804,sadness,kadang orang punya cara hibur orang tapi punya cara hibur diri sendiri
2805,happy,joko widodo yakin mereka semua temu lihat sendiri betapa toleransi sinergi jalin antara masyarakat bahkan beda yakin jokowisekalilagi
2806,love,dunia makin lama makin banyak tantang yg bikin stres tp sbenarnya obat manjur kala gundah landa nelfon bapak ibu bilang doain aku yaa kemudiam baik jawab ktika blg
2807,sadness,non jerawat oles pakek obat adek biar cepet ilang haduh dok gimana hilang obat cuma ketemu doi dok hlah kok gitu nama jerawat rindu
2808,anger,yg marah jkt yg milih klo ngerasa memang mundur lu olang wajar ngomel mungkin jkt marah bisa jadi ada rasa sayang eh gimana tinggal saat sayang gitukan
2809,happy,my god sesuai sayang malah lebih bagus punya aaaaaaaaa anak kitaaaa nang bahagya
2810,love,cinta tulus hati arung laut dapat cinta suci tak pernah dua walaupun pisah jarak beda
2811,sadness,daritadi tuh nang ngeliat foto tae udh ilangin mulletnya apa tau banyak yg gasuka sm mullet kalo kalian sayang bts kalian bisa terima apa yg laku dong kl udh kyk gin gbs lin lg udh jadi huhuhu sedih bgt
2812,sadness,aku baik silah datang pergi enak tapi ingat suatu aku ubah drastis jadi jangan tanya aku ubah tanya kepada diri sendiri
2813,love,ku nanti buah malam saat kau lelap tidur belah ku baca buah puisi cinta kau lelap sama cinta
2814,anger,semua orang hak bicara agama para koruptor kalo ketangkep sidang langsung ganti tampil jilbab pake peci pake baju koko maling dadak religius
2815,love,saat orang teman lelaki datang rumah minta izin papa ambil dari papa sangat hati hati beri izin papa tau lela yang ganti posisi
2816,anger,anjir di askmf mau marah tp mau scroll aja takut kampret trying to sleep right here dkskdf mulai bayang kan skrg babihutan
2817,sadness,gak jadi include kemang karna yg dp gak jelas php doang tp besok fix include blokm ada slot kosong
2818,happy,semua siap daki ready gak lupa makan siabg dulu makan siang kali kita temenin nasi ayam kampung bho ie hmmm nasi komplit deh ayam kampung nya
2819,happy,kalian kdg ktemu org socmed yg trnyata temennya si gt gak si eh trnyata si mantan si atau wah trnyata si yg bikin konten yutub why why the world is so smoll
2820,anger,addeh mas bpk sekali sekali via vallen hanya korban mesti speak up supaya ulang bagai bentuk spread awareness sekaligus hukum buat siapa yg ngedm spy stop kamu klo leceh kyk gitu diam aja gimana laku mau henti url
2821,happy,asal lo tau aja org kurus kecil benar makan banyak tp gede gt lhoo balik org gendut mkn dikit tp gendut jangan minder jd org kurus gemuk syukur aja sm allah
2822,love,ibarat datang baik buku pulpen keluar bawa buku saja lantas pulpen saya tinggal diri jadi alat tulis baru diri yang datang tamu hari
2823,love,ga tau tiba jatuh cinta langlang buana cari fandom yg tepat vakum lama tahun perkpopan akhir fandom yg nama exol
2824,love,hai selamat pagi jelang siang semangat jalan hari jangan lupa awal hari dss god bless peluk kali aja dingin kangen juleha
2825,fear,aku takut masalah otak sumpah aku ngeri sendiri dulu denger kalo sampe rapet oksigen nya gak sampe otak gmn aku jd bimbang sendiri
2826,fear,hehe kak aku nih diajakin nonton sabrina aja ngeri tengah modyar bioskop cuma merem tutup telinga
2827,sadness,rasa tinggi orang tahu apa kait yang minat nah sini peran respect sungguh biasa karena mungkin gw jg gitu suka tertawa yg anggap lucu itu lah yg ingin orang minat
2828,anger,nggak butuh maaf minggu turut network kalian down terus bagai langgan rugi minta kompensasi cc
2829,love,bila cinta ubah bukan cinta janji jika yg cinta diri diri yang apa ada itu baru nama cinta
2830,fear,iya barusan aku cek nyata kaki yg ngiket pake karet kira biaya dokter berapa takut mahal misqueen aku nothing money
2831,sadness,gue waktu buka kulkas nah gua liat oren gua kira jeruk eh nyata tomat anjir rasa mending kalo gue demen sayur lah makan tomat digadoin abis gue lepeh
2832,love,terkadang duduk menung jadi suatu butuh bareng kamu yaa kamu sintasriwahyuni
2833,love,belum aku ga tarik sama cowo yg lebih muda pacar skrng lebih muda tahun banding aku udah tau sih awal gimana ya nama udah sayang semua yg gasuka jadi suka
2834,happy,the greatest showman film musikal isi film nyanyi karena gw pribadi suka bgt genre kek jadi jam nnton tuh ga rasa sama sekali rasa ken ikut nyanyi nari
2835,fear,lepas dr agama ttp aja gamau oplas banyak zonknya hasil kdang ga bagus lihat ga natural gitu soal ga cocok sm bagi wajah yg ga dioplas jadi takut nyesel jatohnya candu ngerombak semua jd plastic monster dong
2836,happy,kalian pernah ngga sih ngerasain gmn rasa telpon sm orang jam jam videocall malam share with them padahal bukan siapa siapa selalu luang waktu buat nanya how was ur day sibuk apa dia
2837,love,rambut makin mutih badan lengan tak kuat jaga bahaya papa telah selesai tugas
2838,happy,suka bgt dgn serta luar biasa dpt enak lagu sangat pukau bikin merinding juri top bgt pokok suka bgt program serta memank luar biasa
2839,sadness,segala ajar selalu saling jepit saling kait seni politik sastra mungkin ajar jembatan panjang tak tahu ujung mana hidup cari yang tak putus masuk cari tahu siapa diri ini
2840,love,jam lebih aku edit video ni kau ke effort aku buat sempena birthday kau tin start kenal smpai skrg terima kasih sbb setia smping aku wlupun kau tau aku bnyk kurang aku sayang kau tin and happy birthday fatin
2841,anger,buah misteri kalau perempuan korban leceh seksual speak up paling ganas jari mulut justru banyak perempuan
2842,love,nge gua cinta sama lo ngelebihin cinta githa sama lo love you nge temen gua yg dampingin gua saat curhatan gua saat walaupun no solution hati gua senyum klo lo yg ngomong
2843,love,kau ibu cinta kasih terima kasih tak pernah henti kau bagai matahari selalu sinar sinar hidup hangat
2844,love,lee daehwi ku sayang sabar terlalu banyak yg ngehujat km bukan brrti gk yg support km aku teman wannable asli yg akan selalu dukung adik manis
2845,sadness,denger denger pusat hoax nasional nya nyata fh gak muat dimasukin karung beras biarpun karung jumbo jauh lebih besar partai
2846,sadness,tengah ddk baca replies dkt bwh ni tiba air mata alir benda paling seram jadi ibubapa xkn tahu satu kata yg dtg drpd parents beri kesan umur hidup
2847,fear,ngeri ga sih kalo terima ptn terus liat goblok pas kuliah ngeri aja eh trs gitu skripsi dibikinin orang lalu cari kerja jg pake orang hm
2848,love,tutup thread adalah mohon kamu selalu inget sayang kamu ilysm to the moon and never back thanks for everything saranghae
2849,sadness,iya saling kuat sih penting mino harus cerita aja member lain biar ngga beban sendiri
2850,happy,chara fleksibel sebenernya kalau caoer biasa pake chara ga bener cepet diwaroh mahluk tl kalau lg bener pake chara cantik ganteng
2851,fear,jam malam nonton video video tampak yutup takut sih mana lampu rumah gue matiin semua
2852,sadness,oke coba koreksi bagi besar org indonesia males buat pinter justru happy buat bodoh cc
2853,fear,kemarenan takut lawan monster monster kantor baru nyata yang lebih takut mereka paling susah lawan takut diri sendiri coba
2854,fear,kantor baru tantang bikin marketing plan harus bikin co branding sama bank biru takut ga belum tau gimana strategi gue udah kepalang resign kantor sekarang
2855,love,harga aku sbg bakal masa depan aku sayang dunia akhirat
2856,love,bagimana ketika kamu rasa yang kamu dapat sekarang benar benar untuk kamu dapat yang pernah kamu cinta diam nyata cinta diam
2857,anger,twt coba tatar biar tau sopan santun jgn songong kurang ajar gitu
2858,sadness,batrei hp juga tinggal kalo hp mati pacar bingung cari eh nyata gak punya pacar ding hmm makanya kasi kan kak udah jomblo listrik mati gigit nyamuk plis nyala dong nyala
2859,fear,do anik lulus tes besok surabaya bu jujur kalau ngisi materi forum utama yg sampai level dokter aku jadi bener takut takut salah maksud
2860,sadness,jangan biar orang singgah hati bila tak maksud tinggal dalam kecewa cinta sakit
2861,love,minta bukan dar minta boneka baru papa tahu beri apa kamu ingin kata kata keluar mulut papa tidak tidak bisa padahal batin papa sangat kata iya sayang papa belikan untuk
2862,happy,yah kalau chating gw lebih suka enter send sih spasi alenia panjang panjang gitu ngetiknya kek mau mutusin pacar aja hahahaah
2863,love,kalau cium bibir you you cium lah bibir nescaya akan satu lantas cinta semi
2864,sadness,kata engga kaya gue jadi tukang nasi goreng sedih gue dengernya banyak orang mau lang mau usaha ragu ragu takut bahkan engga punya ide malah ngomong gitu
2865,happy,apa apasih bagus dong tlvnan sama gery nyolotan mele wkwk heran
2866,sadness,sedih bny tulis resep yg baku sdm sdt ruas jumput cukup even biji buah masuk baku
2867,anger,debat panas rocky gerung vs ruhut sitompul ros ilc indonesia lawy url lewat gimana bilang jokowi kacung om diem
2868,love,romantis manis lebih manis kalo dilakuin orang tg sayang semua bakal asa neng bunga bunga wkwk ribu kupu kupu terbang yg ada dii perut kalo ada yg ngeromantisin gitu
2869,anger,promosi rencana baik sempat minta utk libat buat program venue palembang siap program survey nyata batal alas dana jadi turun kasar nafsu besar tenag
2870,fear,tadi asik ngobrol sama temen temen sma terus bersit pikir sendiri gimana aku di alam kubur teman teman kan fana rem banget pikir
2871,anger,orang yg dewasa orang yg benci mantan mantan pacar suami yg benci mantan yg faham arti cinta kasih sayang malah gak jarang orang yg ngata ngatain mantan setan anjing babi buset dulu mau pacar sama setan
2872,love,aku cinta bangettt sama dd terus chuchu aku tungguin hari video tambah si dundun mirip kucing aku jadi makin cintaaaa
2873,happy,aku suka banget nonton idol sumpahh mantap sampe jam gin mantengin tv
2874,love,belai orang anak perempuan ayah jatuh sakit nyata buat si ayah tidur pulas sunbathuk cepat sembuh bapak
2875,love,sisa semarak piala dunia habis waktu sama tinggal rasa buah asa duduk dua adu yang kita bela sekal senyum manja tatap pesona aku tak kuasa pendam rasa kini yang beda tumbuh getar cinta dada
2876,fear,bagi seram caraka malam tengah hutan belantara udah gausah dibayangin asli rem suruh jalan suruh apalin sandi panjang banget tengah kasih masalah tengah sama akhir pocong lewatin parit terang apa kacau asli url
2877,fear,gue melipir deket taxi kan takut paksa dijahatin gitu gue liatin aja tu bapak brunei eh ga balik si bapak indo ngilang aja gue cerita nyokap jangan gue mau hipnotis kalo kalian tu beneran orang bingung orang jahat
2878,happy,bahagia segala ga sih jd ngajak org ngumpul mungkin org yg tolak lebih bahagia ga ikud ngumpul gitu aja sih hehe
2879,happy,desa tesbatan beberapa kali kampung halaman bokap gw gk nyangka kalau nyata area sawah bagus maklum aja lama mampir desa tesbatan amarasi gw cuma mentok
2880,fear,home visit pasien nyata pasien sdh meninngal tanda mati scra medis sdh periksa kalau udah begini baru inget inget klw mati sedeket
2881,anger,nyerang fansite suruh take down semua foto pas konser sampe nyuruh fansite tutup aja kalo fansite tutup sumber atm tutup lah hahaha
2882,anger,sebenernya yg jadi masalah kan bukan jemput taxol semua mobil pribadi jemput jalur nggenah url
2883,happy,wow kita foto kapan eonnie apa pas ultah sma baradatu tenda
2884,fear,btw beneran ngeri sih olx sekarang ladang tipu barusan pajang barang lgsng orang tanya minta cod tp maksa banget minta mandiri cash
2885,fear,saking terlalu banyak mikir terlalu jauh pikir gue trs jd takut sakit hati in the end gue yg nyakitin diri gue sendiri
2886,love,gua cuma fokus ngeliatin iya sayang iya iya love you too udah jangan ketawa terus usah malu malu gitu kamu emang cantik url
2887,love,satu kalian akun base paling aku sayang paling ingat satu sama dan makasih banyak buat adminnyaaa ily ily ily purple you
2888,fear,aku dong malem checkup darah warning tensi kolesterol terus pusing dok spertinya gejala maag gitu tp aku ngetik sambil nyruput kopi
2889,sadness,kata ku jangan banyak kasieun ku jangan cemen kudu setrong ku deklarasi hastag lagiiihhh
2890,sadness,rindu bagai ujung hati cinta bagai ilusi tak tepi cinta singgah hati kau salah pilih tempat waktu tak tahan aku tahan rasa aku siksa
2891,fear,kalo nyokap overwhelmed gt banyak urus bawa sensi mulu atmosphere rumah kaya gimana gitu jadi serba salah mau diem bawah tkt dimarahin mau ngehindarin tkt dimarahin hm
2892,fear,lebih takut tinggal mati sama orang sayang sih
2893,fear,sebenernya bos suka nanya karyawannya udah punya pacar mbak sampe detail tuh tuju apa deg degan jawab takut ngaruh kerja dulu kantor lama gitu bos
2894,love,dear naomi tumbuh jadi anak solehah selalu ingat sayang selalu mendoakaan dua orang tua mu tumbuh jadi anak baik hati baik ibadah
2895,love,lihat aku sayang sudah juang tunggu mu datang jemput pulang ingat selalu sayang hati ku kau genggam aku tak pergi tunggu kamu sini
2896,happy,asik gt punya kenal yg tau sejarah sejarah ato ga bahas filsafat filsafat bahas fallen angel pokok conspiracy theory and suka teather punya darah seni pgn deh punya temen kaya gitu bakal aku keep pokok lol
2897,fear,iya mbak kokok ga lama ga da menit yg rem sik klo anjing yg bunyi ngelonglong klo baru setan lewat yak
2898,fear,gue ken banget curhat sahabat gue gue selalu takut kalau suatu bakal bocorin gue gak pernah percaya kalau mau curhat rahasia sahabat orang dekat
2899,love,cinta sejati bukan cinta utama peluk cium temu cinta sejati lebih utama abdi kasih sayang perhati
2900,fear,aku stress aku punya gigi susu baru goyang hari lalu aku takut kalo copot gabisa tumbuh huhuhuhuhu
2901,love,happy mansive daddy wah udah bulan aja aku untung banget dapetin daddy makasih atas lama bulan udah jalan daddy udah buat aku selalu senyum aku sayaaangg banget sama daddy ga ngerti sayang nya gimana inti love you
2902,love,cinta orang usaha tampil apa ada cinta sejati selalu terima lebih kurang kita
2903,love,awal ngerasa telah mikir saling sayang engga perlu nembak udah umur gin inti udah pacar deh tau apa haha
2904,sadness,ijin min barusan kirim gosend pake gopay dapet driver lah pas deket posisi ane klik ambil kirim gopay ane potong tp barang blm ambil
2905,anger,dukung orang aku tak lupa ingat tak cari muka muka bawa ingat bos hati awas depan api jurang yg dpt celaka piawai lah lang betapa api dn jurang jua mabfaat dalam
2906,love,cinta mampu lunak besi hancur batu bangkit mati tiup hidup pada buat budak jadi pimpin ini dasyatnya cinta
2907,love,bila mungkin sekarang aku rasa betapa aku makin cinta bukan arti gombal atau lebih tak ku pungkiri yang benar benar jadi ini love you sayang
2908,happy,selamat siang sahabat pos kirim tsb terima sahabat terima kasih percaya guna layan fd url
2909,sadness,gak maksud jelek cuma kagum capai putri teman disekolahin desain komunikasi visual jaman now orang ribut soal sekolah negeri zonasi apa daya anggap bisa move on semua kawan lama jadi paksa unfol ybs
2910,fear,tiap kali george ketip minta minum selalu keinget jadi thailand ma pake motor sana bentuk mirip honda new supra gatau mo isi bensin macem mana berapa duit liter jgn ngisinya minyak tanah kan berabe
2911,sadness,maaf bolak balik reply mohon bantu share maaf kalian anggap nyampah anjing sangat arti maaf kalo dengar lebay dramatis tp anjing saya ini bener baik setia makanya saya sayang bgt sm sekali maaf rasa ganggu
